start_time,viewer_name,team_name,app_name,page_name,query_text,query_type,query_id,query_time_sec,database_name,schema_name
2023-11-23 11:18:09.581022,CMICHAEL,IT,IT_SERVICES,💬 Chat Room,SELECT * FROM transactions WHERE amount > 1000,insert,507689,5.376301777245329,DB4,SCHEMA_A
2023-12-05 11:18:09.581059,LWANG,Marketing,AD_MANAGER,👥 User Profiles,DELETE FROM emails WHERE spam = TRUE,select,914745,6.155634721125608,DB2,SCHEMA_A
2023-11-26 11:18:09.581101,JSMITH,Marketing,AD_MANAGER,👨‍💻 Developer Hub,SELECT * FROM transactions WHERE amount > 1000,select,807387,15.652693847332353,DB5,SCHEMA_B
2023-12-15 11:18:09.581151,TAYLOR,DevOps,CLOUD_MANAGER,💻 Tech Support,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",update,879143,5.975850692901264,DB1,SCHEMA_E
2023-11-24 11:18:09.581190,MARTINEZ,R&D,RESEARCH,👩‍🔬 Research Data,SELECT * FROM employees,insert,796688,3.289359908704987,DB1,SCHEMA_A
2023-12-08 11:18:09.581228,EWILLIAMS,DevOps,DEVTOOLS,🎯 Target Metrics,SELECT * FROM employees,update,233292,4.08979786704658,DB2,SCHEMA_D
2023-12-12 11:18:09.581264,JPATEL,DevOps,CLOUD_MANAGER,💻 Tech Support,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",select,861807,6.621529896280008,DB5,SCHEMA_E
2023-12-07 11:18:09.581302,JPATEL,Marketing,MARKETING_DASHBOARD,🎯 Target Metrics,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,256321,3.2375482455945077,DB5,SCHEMA_C
2023-11-25 11:18:09.581339,HERNANDEZ,Marketing,MARKETING_DASHBOARD,📚 Library Resources,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,736540,3.0972485629060986,DB1,SCHEMA_E
2023-12-10 11:18:09.581375,TAYLOR,Design,EXTRA_Design,🔧 Tool Settings,UPDATE users SET last_login = NOW() WHERE user_id = 456,update,798886,6.490627413785371,DB3,SCHEMA_B
2023-11-23 11:18:09.581411,MARTINEZ,IT,NETWORK_MONITOR,🛒 Shopping Cart,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,select,340643,2.5750719674075677,DB2,SCHEMA_B
2023-12-04 11:18:09.581448,KJONES,Management,MANAGEMENT,💡 Innovative Ideas,DELETE FROM logs WHERE date < '2023-01-01',insert,625016,3.5707449709476573,DB4,SCHEMA_E
2023-11-24 11:18:09.581485,THOMAS,Finance,ACCOUNTS_TOOL,📅 Event Calendar,SELECT * FROM projects WHERE status = 'active',insert,892107,2.294116576287065,DB3,SCHEMA_D
2023-12-10 11:18:09.581521,LWANG,IT,IT_SERVICES,👩‍🔬 Research Data,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",delete,842717,7.036074503727332,DB4,SCHEMA_B
2023-12-04 11:18:09.581557,JSMITH,Support,EXTRA_Support,👨‍💻 Developer Hub,DELETE FROM logs WHERE date < '2023-01-01',delete,161001,2.898145014312797,DB4,SCHEMA_B
2023-12-05 11:18:09.581592,DJOHNSON,R&D,RESEARCH,🌐 Global Reach,DELETE FROM emails WHERE spam = TRUE,delete,113762,5.145951373394756,DB5,SCHEMA_A
2023-12-08 11:18:09.581628,LOPEZ,Design,EXTRA_Design,💼 Business Deals,SELECT * FROM transactions WHERE amount > 1000,select,272118,6.06861996542278,DB2,SCHEMA_A
2023-11-22 11:18:09.581664,MILLER,Finance,EXTRA_Finance,💻 Tech Support,DELETE FROM emails WHERE spam = TRUE,delete,824584,15.336208006955806,DB4,SCHEMA_A
2023-11-27 11:18:09.581713,ANDERSON,Marketing,MARKETING_DASHBOARD,📝 Note Taker,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,insert,432505,3.4674003898838897,DB1,SCHEMA_B
2023-11-28 11:18:09.581777,HERNANDEZ,Management,STRATEGY_PLANNER,💬 Chat Room,DELETE FROM logs WHERE date < '2023-01-01',delete,270080,2.2883898880637505,DB1,SCHEMA_E
2023-11-15 11:18:09.581865,NGARCIA,Management,MANAGEMENT,👩‍🔬 Research Data,SELECT * FROM employees,update,555090,2.9971226225894214,DB1,SCHEMA_A
2023-11-30 11:18:09.581919,ASIMMONS,Marketing,AD_MANAGER,📚 Library Resources,DELETE FROM logs WHERE date < '2023-01-01',delete,659269,3.8054514258364467,DB1,SCHEMA_A
2023-12-05 11:18:09.581981,RODRIGUEZ,IT,NETWORK_MONITOR,🎯 Target Metrics,SELECT * FROM employees,insert,491859,2.5393580051705604,DB2,SCHEMA_D
2023-12-15 11:18:09.582215,ANDERSON,Finance,ACCOUNTS_TOOL,👨‍💻 Developer Hub,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,606066,3.059252033884648,DB4,SCHEMA_C
2023-11-27 11:18:09.582300,EWILLIAMS,Design,EXTRA_Design,💡 Innovative Ideas,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,update,955050,3.15889549434237,DB1,SCHEMA_E
2023-11-20 11:18:09.582361,NGARCIA,R&D,RESEARCH,🌐 Global Reach,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,select,466464,2.7395616875336963,DB3,SCHEMA_C
2023-11-23 11:18:09.582416,ANDERSON,Management,STRATEGY_PLANNER,📝 Note Taker,SELECT * FROM transactions WHERE amount > 1000,select,672013,5.714729896840655,DB4,SCHEMA_A
2023-11-16 11:18:09.582471,TAYLOR,Design,CREATIVE_SUITE,📅 Event Calendar,SELECT * FROM employees,insert,761772,2.902457520989495,DB3,SCHEMA_B
2023-11-15 11:18:09.582524,TAYLOR,Finance,EXTRA_Finance,💻 Tech Support,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",insert,948616,4.899437142709421,DB2,SCHEMA_A
2023-12-13 11:18:09.582577,WILSON,R&D,RESEARCH,👩‍🔬 Research Data,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",update,173545,7.729021013199705,DB1,SCHEMA_A
2023-11-19 11:18:09.582629,EWILLIAMS,Support,SUPPORTDESK,📈 Market Trends,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,insert,522904,3.390596497386275,DB5,SCHEMA_E
2023-12-05 11:18:09.582681,DJOHNSON,IT,NETWORK_MONITOR,🎯 Target Metrics,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",insert,118944,6.6022708198945965,DB4,SCHEMA_D
2023-12-02 11:18:09.582735,EWILLIAMS,DevOps,EXTRA_DevOps,📊 Sales Reports,SELECT * FROM transactions WHERE amount > 1000,update,656586,5.799924346013054,DB1,SCHEMA_C
2023-12-07 11:18:09.582787,RODRIGUEZ,Management,STRATEGY_PLANNER,🛠 Workshop,SELECT * FROM projects WHERE status = 'active',delete,482147,5.451349060126789,DB2,SCHEMA_D
2023-11-27 11:18:09.582844,MARTINEZ,Marketing,AD_MANAGER,📚 Library Resources,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",delete,660232,6.052557742028229,DB1,SCHEMA_E
2023-11-28 11:18:09.582898,TAYLOR,Support,EXTRA_Support,🔧 Tool Settings,SELECT * FROM transactions WHERE amount > 1000,delete,181520,5.6205461760389746,DB5,SCHEMA_D
2023-12-13 11:18:09.582951,CMICHAEL,Finance,EXTRA_Finance,📈 Market Trends,UPDATE users SET last_login = NOW() WHERE user_id = 456,insert,530433,4.951993853771724,DB5,SCHEMA_B
2023-11-26 11:18:09.583005,THOMAS,Sales,EXTRA_Sales,🔍 Data Analysis,SELECT * FROM employees,delete,949241,3.3417013647969607,DB4,SCHEMA_C
2023-12-08 11:18:09.583058,ANDERSON,Sales,CRM_TOOL,📚 Library Resources,DELETE FROM logs WHERE date < '2023-01-01',insert,809421,2.785513139693275,DB4,SCHEMA_B
2023-11-21 11:18:09.583112,ASIMMONS,DevOps,DEVTOOLS,🎯 Target Metrics,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",update,474902,2.5498753375913985,DB4,SCHEMA_A
2023-11-16 11:18:09.583165,JSMITH,Sales,SALESFORCE,🛒 Shopping Cart,SELECT * FROM employees,select,837026,2.1785223205209934,DB1,SCHEMA_C
2023-11-22 11:18:09.583216,RODRIGUEZ,DevOps,DEVTOOLS,🎯 Target Metrics,DELETE FROM emails WHERE spam = TRUE,delete,248272,7.691967525521141,DB3,SCHEMA_C
2023-12-04 11:18:09.583271,LWANG,HR,PAYROLL_SYSTEM,📚 Library Resources,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",update,355114,8.101152056967459,DB2,SCHEMA_E
2023-11-18 11:18:09.583332,LWANG,DevOps,EXTRA_DevOps,👨‍💻 Developer Hub,"INSERT INTO tickets (issue, status) VALUES ('Network issue', 'open')",delete,666519,7.110223473594637,DB1,SCHEMA_C
2023-11-15 11:18:09.583393,ANDERSON,Finance,FINANCE,🔧 Tool Settings,SELECT * FROM employees,update,453184,3.03478478222783,DB3,SCHEMA_D
2023-12-05 11:18:09.583454,EWILLIAMS,IT,IT_SERVICES,💡 Innovative Ideas,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,select,986500,3.4146805000681986,DB1,SCHEMA_D
2023-11-29 11:18:09.583517,MILLER,Support,TICKET_SYSTEM,👩‍🔬 Research Data,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",delete,288508,6.657508238250146,DB4,SCHEMA_A
2023-11-30 11:18:09.583563,DJOHNSON,Finance,FINANCE,🔍 Data Analysis,DELETE FROM logs WHERE date < '2023-01-01',insert,883833,3.0830311932960073,DB2,SCHEMA_E
2023-12-04 11:18:09.583601,JPATEL,Finance,ACCOUNTS_TOOL,🔧 Tool Settings,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,select,347494,3.0935388123241196,DB5,SCHEMA_B
2023-11-15 11:18:09.583639,MARTINEZ,Management,STRATEGY_PLANNER,👩‍🔬 Research Data,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",update,592155,3.4608193272701215,DB5,SCHEMA_E
2023-11-15 11:18:09.583676,CMICHAEL,HR,HRMANAGER,🌐 Global Reach,SELECT * FROM projects WHERE status = 'active',insert,458340,3.5559605214785135,DB4,SCHEMA_C
2023-12-14 11:18:09.583712,KJONES,Design,DESIGNSTUDIO,📊 Sales Reports,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,762290,4.280369613877466,DB3,SCHEMA_D
2023-12-11 11:18:09.583749,THOMAS,Marketing,MARKETING_DASHBOARD,📚 Library Resources,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,739928,3.0437855473668365,DB3,SCHEMA_D
2023-12-14 11:18:09.583784,WILSON,DevOps,DEVTOOLS,🎯 Target Metrics,DELETE FROM emails WHERE spam = TRUE,select,538751,6.918012883100332,DB2,SCHEMA_E
2023-12-13 11:18:09.583820,LWANG,Support,SUPPORTDESK,📅 Event Calendar,DELETE FROM logs WHERE date < '2023-01-01',update,819979,3.5242906582812332,DB1,SCHEMA_E
2023-11-17 11:18:09.583856,JPATEL,Marketing,MARKETING_DASHBOARD,📝 Note Taker,DELETE FROM emails WHERE spam = TRUE,update,898189,5.945699849592552,DB2,SCHEMA_C
2023-12-15 11:18:09.583928,ASIMMONS,Marketing,MARKETING_DASHBOARD,📝 Note Taker,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,update,522844,2.4368225783874884,DB1,SCHEMA_E
2023-12-07 11:18:09.583970,JSMITH,Management,MANAGEMENT,👩‍🔬 Research Data,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,update,303651,3.864149957884616,DB3,SCHEMA_A
2023-12-11 11:18:09.584009,NGARCIA,Management,STRATEGY_PLANNER,👩‍🔬 Research Data,SELECT * FROM transactions WHERE amount > 1000,select,922840,6.92448453775741,DB5,SCHEMA_B
2023-12-05 11:18:09.584046,JSMITH,Marketing,AD_MANAGER,📚 Library Resources,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",update,483577,4.951036926065417,DB1,SCHEMA_B
2023-12-05 11:18:09.584083,MBROWN,Management,STRATEGY_PLANNER,📝 Note Taker,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",insert,710425,4.157506638937562,DB3,SCHEMA_B
2023-12-03 11:18:09.584119,NGARCIA,Sales,CRM_TOOL,📚 Library Resources,DELETE FROM logs WHERE date < '2023-01-01',insert,482285,2.9734841416145588,DB2,SCHEMA_B
2023-12-10 11:18:09.584155,LWANG,IT,IT_SERVICES,💡 Innovative Ideas,SELECT * FROM projects WHERE status = 'active',select,576723,3.1586380226513393,DB4,SCHEMA_B
2023-12-07 11:18:09.584191,WILSON,Support,SUPPORTDESK,📅 Event Calendar,SELECT * FROM transactions WHERE amount > 1000,select,418526,6.333966302836777,DB1,SCHEMA_B
2023-12-12 11:18:09.584226,DAVIS,HR,PAYROLL_SYSTEM,📚 Library Resources,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",update,197927,5.4102351126917005,DB4,SCHEMA_E
2023-12-07 11:18:09.584262,ANDERSON,Support,EXTRA_Support,📚 Library Resources,DELETE FROM emails WHERE spam = TRUE,select,230354,5.318440368103737,DB5,SCHEMA_B
2023-11-28 11:18:09.584298,TAYLOR,Support,EXTRA_Support,🔧 Tool Settings,DELETE FROM emails WHERE spam = TRUE,select,337874,6.240699046242627,DB3,SCHEMA_D
2023-12-14 11:18:09.584333,WILSON,Sales,CRM_TOOL,📚 Library Resources,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,delete,753933,2.956658749438532,DB3,SCHEMA_D
2023-11-25 11:18:09.584376,MBROWN,Design,CREATIVE_SUITE,🎯 Target Metrics,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,select,435383,2.249735464624865,DB1,SCHEMA_A
2023-12-02 11:18:09.584437,LWANG,HR,HRMANAGER,🌐 Global Reach,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",update,683571,6.6990373817348665,DB1,SCHEMA_A
2023-12-10 11:18:09.584500,RODRIGUEZ,HR,PAYROLL_SYSTEM,📚 Library Resources,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,259533,3.1999702406626556,DB1,SCHEMA_C
2023-11-16 11:18:09.584542,ASIMMONS,Sales,CRM_TOOL,📚 Library Resources,DELETE FROM emails WHERE spam = TRUE,delete,455107,5.9339683037664415,DB1,SCHEMA_D
2023-11-16 11:18:09.584578,TAYLOR,Design,EXTRA_Design,💡 Innovative Ideas,SELECT * FROM transactions WHERE amount > 1000,insert,941239,4.753955551497146,DB1,SCHEMA_D
2023-11-26 11:18:09.584615,DAVIS,Sales,CRM_TOOL,📚 Library Resources,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,update,739657,3.2332943105336738,DB4,SCHEMA_C
2023-11-21 11:18:09.584652,DJOHNSON,Sales,CRM_TOOL,📚 Library Resources,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,delete,591602,2.914138364794337,DB1,SCHEMA_A
2023-11-27 11:18:09.584689,LWANG,DevOps,CLOUD_MANAGER,💻 Tech Support,DELETE FROM logs WHERE date < '2023-01-01',select,785581,4.384341195622039,DB5,SCHEMA_E
2023-11-21 11:18:09.587652,LOPEZ,Sales,EXTRA_Sales,🛠 Workshop,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",insert,100113,3.1682474858914222,DB3,SCHEMA_D
2023-11-20 11:18:09.589338,WILSON,Marketing,AD_MANAGER,👥 User Profiles,SELECT * FROM projects WHERE status = 'active',update,352876,2.8534605386974694,DB3,SCHEMA_C
2023-12-15 11:18:09.589428,CMICHAEL,Support,SUPPORTDESK,📈 Market Trends,DELETE FROM emails WHERE spam = TRUE,insert,375082,5.391959780293994,DB4,SCHEMA_D
2023-12-04 11:18:09.589500,LWANG,DevOps,EXTRA_DevOps,👨‍💻 Developer Hub,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,insert,659091,3.247779594416226,DB4,SCHEMA_C
2023-11-30 11:18:09.589572,DJOHNSON,Finance,FINANCE,🔍 Data Analysis,SELECT * FROM projects WHERE status = 'active',delete,747590,2.668323051738755,DB2,SCHEMA_C
2023-11-26 11:18:09.589641,THOMAS,Design,EXTRA_Design,💼 Business Deals,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",delete,571181,7.032930168484958,DB5,SCHEMA_D
2023-12-08 11:18:09.589710,MARTINEZ,IT,IT_SERVICES,💡 Innovative Ideas,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",update,643599,3.646519804651355,DB2,SCHEMA_E
2023-12-14 11:18:09.589774,MARTINEZ,Design,EXTRA_Design,💡 Innovative Ideas,DELETE FROM logs WHERE date < '2023-01-01',select,977400,2.5957321423831696,DB3,SCHEMA_C
2023-11-15 11:18:09.589856,MBROWN,Sales,EXTRA_Sales,🔍 Data Analysis,UPDATE users SET last_login = NOW() WHERE user_id = 456,insert,263999,6.54164183727537,DB1,SCHEMA_A
2023-11-20 11:18:09.589919,WILSON,DevOps,EXTRA_DevOps,📊 Sales Reports,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",select,557222,2.647949171297874,DB1,SCHEMA_B
2023-12-09 11:18:09.589985,NGARCIA,Support,SUPPORTDESK,📈 Market Trends,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",select,839887,6.348275647612405,DB4,SCHEMA_D
2023-11-29 11:18:09.590047,MBROWN,Design,CREATIVE_SUITE,🎯 Target Metrics,SELECT * FROM transactions WHERE amount > 1000,select,754326,7.502588419175862,DB2,SCHEMA_A
2023-12-06 11:18:09.590111,CMICHAEL,Marketing,MARKETING_DASHBOARD,📚 Library Resources,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,insert,302674,5.420471911234684,DB2,SCHEMA_C
2023-11-18 11:18:09.590179,JPATEL,Sales,CRM_TOOL,📚 Library Resources,DELETE FROM logs WHERE date < '2023-01-01',update,933105,3.4643070335497144,DB3,SCHEMA_B
2023-12-14 11:18:09.590251,LOPEZ,Support,TICKET_SYSTEM,👨‍💻 Developer Hub,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",insert,407613,5.705247945623938,DB2,SCHEMA_E
2023-12-02 11:18:09.590320,ASIMMONS,DevOps,EXTRA_DevOps,💬 Chat Room,SELECT * FROM transactions WHERE amount > 1000,update,315132,6.068715561101148,DB3,SCHEMA_C
2023-12-06 11:18:09.590389,KJONES,IT,NETWORK_MONITOR,🛒 Shopping Cart,UPDATE users SET last_login = NOW() WHERE user_id = 456,insert,816563,6.429443125986245,DB3,SCHEMA_E
2023-11-20 11:18:09.590452,NGARCIA,HR,PAYROLL_SYSTEM,📚 Library Resources,"INSERT INTO designs (title, creator) VALUES ('New Logo', 'Alice')",delete,884497,6.0251796753879505,DB5,SCHEMA_E
2023-12-08 11:18:09.590518,MILLER,Finance,ACCOUNTS_TOOL,🌐 Global Reach,SELECT * FROM projects WHERE status = 'active',insert,250093,2.6150522792397295,DB1,SCHEMA_D
2023-12-12 11:18:09.590585,DJOHNSON,HR,HRMANAGER,🌐 Global Reach,SELECT * FROM transactions WHERE amount > 1000,insert,764870,4.528518562842178,DB4,SCHEMA_B
2023-12-15 11:18:09.590653,DAVIS,R&D,LAB_NOTES,💡 Innovative Ideas,"INSERT INTO sales (date, amount) VALUES (NOW(), 1000)",delete,420528,2.8619044053562828,DB5,SCHEMA_E
2023-11-27 11:18:09.590720,NGARCIA,Support,TICKET_SYSTEM,📜 Legal Documents,DELETE FROM emails WHERE spam = TRUE,insert,902862,5.40293750996586,DB4,SCHEMA_C
2023-11-24 11:18:09.590785,DJOHNSON,DevOps,EXTRA_DevOps,👨‍💻 Developer Hub,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,delete,176438,3.556478474401569,DB1,SCHEMA_C
2023-11-16 11:18:09.590853,JPATEL,HR,HRMANAGER,🛒 Shopping Cart,UPDATE users SET last_login = NOW() WHERE user_id = 456,insert,891715,7.079266996569898,DB3,SCHEMA_A
2023-11-29 11:18:09.590921,NGARCIA,Management,MANAGEMENT,👩‍🔬 Research Data,SELECT * FROM transactions WHERE amount > 1000,select,448790,6.010569326639761,DB3,SCHEMA_D
2023-11-16 11:18:09.590988,LOPEZ,Sales,SALESFORCE,🛒 Shopping Cart,DELETE FROM emails WHERE spam = TRUE,update,272296,5.6950600061802685,DB4,SCHEMA_C
2023-11-20 11:18:09.591053,LOPEZ,Sales,EXTRA_Sales,🔍 Data Analysis,DELETE FROM emails WHERE spam = TRUE,delete,207274,5.744558640964088,DB1,SCHEMA_D
2023-12-09 11:18:09.591119,JPATEL,Sales,EXTRA_Sales,🛠 Workshop,DELETE FROM logs WHERE date < '2023-01-01',select,102760,2.7935992994721492,DB4,SCHEMA_B
2023-12-06 11:18:09.591187,WILSON,IT,NETWORK_MONITOR,🔍 Data Analysis,UPDATE accounts SET balance = balance + 500 WHERE account_id = 123,update,728671,3.0598898366302496,DB3,SCHEMA_B
2023-12-09 11:18:09.591254,THOMAS,IT,IT_SERVICES,💬 Chat Room,DELETE FROM logs WHERE date < '2023-01-01',delete,714127,3.6486084386497906,DB3,SCHEMA_B
